"ID","Player","Team","Position","RkOv","Status","FPts","FP/G","Ros","+/-","Par","Bir","Eag","Bog","DBo","Alb","H1","TP","Oth","Plc"
"*01r9s*","John Rollins","null","null","2861","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01r9t*","Kevin Roman","null","null","2862","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01r9u*","Andres Romero","null","null","2863","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01r9v*","Eduardo Romero","null","null","2864","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03od7*","Martin Rominger","null","null","2865","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04nh8*","Tony Romo","null","null","2866","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03od8*","Jake Roos","null","null","2867","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*041k1*","Tobias Rosendahl","null","null","2868","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05grt*","Thomas Rosenmuller","null","null","2869","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01wsb*","Chris Ross","null","null","2870","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04ywm*","Craig Ross","null","null","2871","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03od9*","Andrea Rota","null","null","2872","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05ms0*","Jeff Roth","null","null","2873","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*043ch*","Max Rottluff","null","null","2874","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05oau*","Eduard Rousaud","null","null","2875","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03oda*","Nick Rousey","null","null","2876","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04g21*","Robin Roussel","null","null","2877","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03odb*","Lyle Rowe","null","null","2878","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01tkk*","Brian Rowell","null","null","2879","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05oav*","Kevin Roy","null","null","188","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04kp1*","Antoine Rozner","null","null","2880","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04awo*","Olivier Rozner","null","null","2881","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03odc*","Marcelo Rozo","null","null","2882","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03odd*","Ryan Ruffels","null","null","2883","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03ln1*","Gerardo Ruiz","null","null","2884","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04ggo*","Johnny Ruiz","null","null","2885","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*0322n*","Brett Rumford","null","null","2886","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*0298s*","Dave Rummells","null","null","2887","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*041k2*","Adam Runcie","null","null","2888","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*041k3*","Benjamin Rusch","null","null","2889","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04bwt*","Casey Russell","null","null","2890","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04dof*","Jordan Russell","null","null","2891","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03sgj*","Charles-Edouard Russo","null","null","2892","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05mkz*","Tobias Ruth","null","null","2893","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03uzm*","Jamie Rutherford","null","null","2894","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rb6*","Andrew Ruthkoski","null","null","2895","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rb7*","Jim Rutledge","null","null","2896","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05oij*","Lauri Ruuska","null","null","2897","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04m6p*","Matt Ryan","null","null","2898","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04mvl*","Tyrone Ryan","null","null","2899","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03ode*","Hyun-Woo Ryu","null","null","2900","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03dmt*","Sebastian Saavedra","null","null","2901","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*06agv*","Diego Saavedra-Davila","null","null","2902","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rbf*","Rory Sabbatini","null","null","2903","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03odf*","Akio Sadakata","null","null","2904","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03odg*","Adrien Saddier","null","null","2905","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04d8t*","Jamie Sadlowski","null","null","2906","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03p95*","Nirun Sae-Ueng","null","null","2907","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*060yi*","Jose Antonio Safa","null","null","361","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*0522x*","Christopher Sahlstrom","null","null","2908","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03lg3*","Carlos Sainz","null","null","2909","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*025ck*","David Saka","null","null","2910","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03odh*","Poom Saksansin","null","null","2911","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*041k4*","Chanat Sakulpolphaisan","null","null","2912","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*041k5*","Joshua Salah","null","null","2913","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*059fp*","Isaiah Salinda","null","null","258","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03wea*","Mikael Salminen","null","null","2914","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rbs*","Elliot Saltman","null","null","2915","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rbt*","Lloyd Saltman","null","null","2916","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03odi*","Elmer Salvador","null","null","2917","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*060gb*","Christian Salzer","null","null","2918","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*049e1*","Kalle Samooja","null","null","2919","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02k13*","Alberto Sanchez","null","null","2920","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02u46*","David Sanchez","null","null","2921","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03d1n*","Isaac Sanchez","null","null","2922","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rc3*","Curt Sanders","null","null","2923","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*0326w*","Derek Sanders","null","null","2924","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04ysu*","Kyle Sanders","null","null","2925","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04ids*","Ajeetesh Sandhu","null","null","2926","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*06b7t*","Chris Sanger","null","null","2927","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05l31*","Tomas Santos Silva","null","null","2928","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01spr*","Julio Santos","null","null","2929","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03odj*","Ricardo Santos","null","null","2930","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rcb*","Anthony Saraceno","null","null","2931","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04tjp*","Andrea Saracino","null","null","2932","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03sgk*","Juan Francisco Sarasti","null","null","2933","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02px7*","Jake Sarnoff","null","null","2935","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05oik*","Daichi Sato","null","null","2936","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04ouj*","Taihei Sato","null","null","2937","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02oj4*","Gene Sauers","null","null","2938","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rco*","Sam Saunders","null","null","2939","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*060q7*","Samuel Saunders","null","null","2940","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01xs0*","Kevin Savage","null","null","2941","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04sya*","Joey Savoie","null","null","2942","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03an1*","Jared Sawada","null","null","2943","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*041k6*","Charlie Saxon","null","null","2944","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rcs*","Reinier Saxton","null","null","2945","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02px8*","Paul Scaletta","null","null","2946","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04zhv*","Lorenzo Scalise","null","null","2947","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05u67*","Alex Schaake","null","null","2948","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03rvr*","Carson Schaake","null","null","2949","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rcw*","Michael Schachner","null","null","2950","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04mcv*","Matt Schall","null","null","2951","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05g4b*","Jayden Trey Schaper","null","null","2952","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03anq*","Alan Scheer","null","null","2953","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*041k7*","Richie Schembechler II","null","null","2954","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rd6*","Tom Scherrer","null","null","2955","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*028in*","Neil Schietekat","null","null","2956","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03rye*","Ben Schlottman","null","null","2957","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*050hf*","Jeff Schmid","null","null","2958","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04awp*","Max Schmitt","null","null","2959","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rda*","Phil Schmitt","null","null","2960","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*0401v*","Sammy Schmitz","null","null","2961","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rdb*","Jason Schmuhl","null","null","2962","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03pcw*","Brad Schneider","null","null","2963","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rdc*","Cory Schneider","null","null","2964","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03odk*","Marcel Schneider","null","null","2965","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rdd*","Steve Schneiter","null","null","2966","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rde*","Brady Schnell","null","null","2967","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05ock*","Luke Schniederjans","null","null","2968","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03n2n*","Ollie Schniederjans","null","null","2969","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*0401w*","Michael Schoolcraft","null","null","2970","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*043pw*","Rick Schuller","null","null","2972","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rdm*","Dave Schultz","null","null","2973","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01uqm*","David Schultz","null","null","2974","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rdo*","Jason Schultz","null","null","2975","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rdq*","Ted Schulz","null","null","2976","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03guj*","Jesse Schutte","null","null","2977","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rdv*","Warren Schutte","null","null","2978","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*041k8*","Antoine Schwartz","null","null","2979","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04dar*","Robin Sciot-Siegrist","null","null","2980","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01re0*","Zane Scotland","null","null","2981","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03moo*","Drew Scott","null","null","2982","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02fyc*","Richard Scott","null","null","2983","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05oaw*","Sandy Scott","null","null","2984","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04ob6*","Steve Scott","null","null","2985","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03odl*","Jason Scrivener","null","null","2986","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05yj4*","Maxwell Sear","null","null","2987","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*030zt*","Chase Seiffert","null","null","2988","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04z52*","Naoki Sekito","null","null","2989","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*061qh*","Max Sekulic","null","null","2990","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*041k9*","Chris Selfridge","null","null","2991","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ree*","John Senden","null","null","2992","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03odm*","J.J. Senekal","null","null","2993","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03odn*","Jack Senior","null","null","2994","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01reg*","Peter Senior","null","null","2995","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04cof*","Hyung-Seok Seo","null","null","2996","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*0511h*","Yoseop Seo","null","null","2997","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ren*","Efren Serna Espinoza","null","null","2998","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03ln2*","Efren Serna","null","null","2999","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rem*","Oscar Serna","null","null","3000","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*028io*","Tom Shadbolt","null","null","3001","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04rxl*","Manav Shah","null","null","3002","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04mko*","Sudhir Sharma","null","null","3004","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04kp2*","James Sharp","null","null","3005","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04417*","Tommy Sharp","null","null","3006","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05te7*","Matthew Sharpstene","null","null","3007","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04x7k*","Cormac Sharvin","null","null","3008","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*06b7r*","Braden Shattuck","null","null","349","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03odp*","Gareth Shaw","null","null","3009","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rf8*","Patrick Sheehan","null","null","3010","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rf9*","Paul Sheehan","null","null","3011","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rfb*","Mark Sheftic","null","null","3012","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05u20*","Laird Shepherd","null","null","3013","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*041ka*","Jordan Sherratt","null","null","3014","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02k14*","Nick Sherwood","null","null","3015","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*0510t*","Hayden Shieh","null","null","3016","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*031r2*","Kevin Shields","null","null","3017","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03odq*","Atomu Shigenaga","null","null","3018","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*049jy*","Brad Shilton","null","null","3019","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03paa*","Justin Shin","null","null","3020","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03ods*","Micah Lauren Shin","null","null","3021","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05xo3*","Shanghun Shin","null","null","3022","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01tkl*","Tyson Shinaut","null","null","3023","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02zll*","Conrad Shindler","null","null","3024","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03odt*","Callum Shinkwin","null","null","3025","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03odu*","Koki Shiomi","null","null","3026","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05ubf*","Trey Shirley","null","null","3028","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05teb*","Davis Shore","null","null","3029","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rg0*","Wes Short, Jr.","null","null","3030","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05011*","Matthew Short","null","null","3031","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01zjr*","Eric Shriver","null","null","3032","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05n3x*","Jake Shuman","null","null","3033","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rg3*","Marcel Siem","null","null","3034","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04leg*","Hiram Silfa","null","null","3035","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04ggp*","Brad Sill","null","null","3036","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rg9*","Kevin Silva","null","null","3037","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01uqn*","Mark Silvers","null","null","3038","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rgb*","Michael Sim","null","null","3039","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04awq*","Matias Simaski","null","null","3040","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*06c1z*","Isaac Simmons","null","null","3041","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04xia*","Martin Simonsen","null","null","3042","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*064q5*","Scott Simpson","null","null","3043","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*066ob*","Tim Simpson","null","null","3044","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05a0k*","Michael Sims","null","null","323","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04zr3*","Trevor Simsby","null","null","3045","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05a0l*","Joey Sindelar","null","null","3046","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04mvm*","Jack Singh Brar","null","null","3047","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*050r1*","Gaurav Pratap Singh","null","null","3048","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rgs*","Jeev Milkha Singh","null","null","3049","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*059qq*","Priyanshu Singh","null","null","3050","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rgw*","Vijay Singh","null","null","317","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03fb8*","John Singleton","null","null","3051","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03odv*","Todd Sinnott","null","null","3052","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05aif*","Raththee Sirithanakunsak","null","null","3053","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05xyk*","Cameron Sisk","null","null","353","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rgz*","Geoffrey Sisk","null","null","3054","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03rem*","William Sjaichudin","null","null","3055","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rh2*","Joel Sjoholm","null","null","3056","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01s7e*","Ron Skayhan","null","null","3057","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rh6*","Sonny Skinner","null","null","3058","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04g3l*","Kurt Slattery","null","null","3059","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02ibn*","Lee Slattery","null","null","3060","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rhd*","Heath Slocum","null","null","3061","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*0483g*","Mitchell Slorach","null","null","3062","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02h7w*","Cody Slover","null","null","3063","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03odw*","Tim Sluiter","null","null","3064","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rhf*","Jeff Sluman","null","null","3065","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04xkk*","Trevor Sluman","null","null","3066","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rhg*","David Smail","null","null","3067","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rhi*","Mike Small","null","null","3068","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*04mtx*","Combrinck Smit","null","null","3069","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*028ip*","Andy Smith","null","null","3070","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rhl*","Anthony Smith","null","null","3071","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03xl7*","Brandon Smith","null","null","3072","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*025hk*","Brandon P. Smith","null","null","3073","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rhn*","Bruce Smith","null","null","3074","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03l0o*","Byron Smith","null","null","3075","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05qvo*","Camiko Smith","null","null","3076","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rhp*","Chris Smith","null","null","3077","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*059qr*","Jason Smith","null","null","3078","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rhs*","Jerry Smith","null","null","3079","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*030zu*","Jesse Smith","null","null","3080","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03r1x*","Jordan Smith","null","null","3081","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*027e7*","Michael D. Smith","null","null","3082","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01sa9*","Nate Smith","null","null","3083","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ri0*","Nathan T. Smith","null","null","3084","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02775*","Sam Smith","null","null","3085","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02ap8*","Scott Smith","null","null","3086","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*0433d*","Scott Smith","null","null","3087","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03odx*","Shane Smith","null","null","3088","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02auy*","Stuart Smith","null","null","3089","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03h3t*","Stuart Smith","null","null","3090","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*05re9*","Zach Smith","null","null","3091","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ri5*","Brian Smock","null","null","3092","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*041kb*","Travis Smyth","null","null","3093","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01ri9*","Haymes Snedeker","null","null","3094","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*02jto*","Joey Snyder III","null","null","3095","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03uzo*","Blake Snyder","null","null","3096","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03svp*","Brent Snyder","null","null","3097","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01rid*","Vaughn Snyder","null","null","3098","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*03qbg*","Sebastian Soderberg","null","null","3099","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
"*01sr5*","Pierre-Henri Soero","null","null","3100","FA","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0"
